"Location","Job_Title","Industry","Company_Size","AI_Adoption_Level","Automation_Risk","Required_Skills","Salary_USD","Remote_Friendly","Job_Growth_Projection","GDP_2023_Billion_USD","GDP_Growth_2023_Percent","Automation_Impact_Score","Average_Salary","Stock_Option_Percent","Bonus_Percent","Stock_Options","Bonus","Total_Compensation","Automation_Probability","count","AI_Adoption_Count","AI_Adoption_Rate_Per_Company_Size","Job_Security_Index","Common_Degrees","Annual_Growth_Rate_Low","Annual_Growth_Rate_High","Annual_Growth_Rate_Mean","Projected_Total_Compensation_Low_5Y","Projected_Total_Compensation_High_5Y","Projected_Total_Compensation_Mean_5Y","Type_of_Automation"
"Dubai","Operations Manager","Energy","Medium","Medium","Medium","Machine Learning",110679.26512998,"No","Stable",499.2,3.4,6,112766.467664644,0.1,0.15,11067.926512998,16601.8897694971,138349.081412476,44.0336386207491,60,9085,0.66042927903137,"Medium","Business Administration, Operations Management, Industrial Engineering",1.89526024993043,2.89085688606836,2.3930585679994,151965.916737872,159536.551555088,155751.23414648,"Unknown"
"Dubai","Data Scientist","Manufacturing","Small","Medium","High","JavaScript",81794.3712805801,"Yes","Growth",499.2,3.4,8,91147.6357823819,0.1,0.15,8179.43712805801,12269.155692087,102242.964100725,78.1641557998955,54,9761,0.553222005942014,"Medium","Computer Science, Statistics, Mathematics",3.55054202642106,4.54272561084107,4.04663381863106,121729.353102896,127674.017692425,124701.68539766,"Physical"
"Dubai","Operations Manager","Technology","Small","High","High","Python",89411.3053818102,"No","Growth",499.2,3.4,10,103310.702295085,0.2,0.2,17882.261076362,17882.261076362,125175.827534534,85.310173262842,58,9761,0.594201413789571,"Medium","Business Administration, Operations Management, Industrial Engineering",3.4783672500453,4.46983623271901,3.97410174138215,148514.312368892,155766.851168031,152140.581768461,"Unknown"
"Dubai","Operations Manager","Education","Small","Medium","Low","UX/UI Design",97443.3736294419,"Yes","Decline",499.2,3.4,4,94561.8423201271,0.05,0.1,4872.1686814721,9744.33736294419,112059.879673858,37.9677936993539,54,9761,0.553222005942014,"Medium","Business Administration, Operations Management, Industrial Engineering",-2.04347471636347,0.95272850426659,-0.545373106048443,101068.776634101,117500.70126381,109284.738948955,"Cognitive"
"Dubai","Data Scientist","Entertainment","Large","High","Medium","Sales",104261.223618532,"Yes","Decline",499.2,3.4,8,102101.263082129,0.05,0.1,5213.0611809266,10426.1223618532,119900.407161312,67.4424779927358,47,9350,0.502673796791444,"Medium","Computer Science, Statistics, Mathematics",-2.34116902772663,0.652086724474095,-0.844541151626269,106507.027492342,123860.997596058,115184.0125442,"Unknown"
"Dubai","Sales Manager","Healthcare","Small","High","Low","Cybersecurity",70845.8350222052,"Yes","Decline",499.2,3.4,6,93593.9626562743,0.1,0.15,7084.58350222052,10626.8752533308,88557.2937777566,51.4570672670379,58,9761,0.594201413789571,"Medium","Business Administration, Marketing, Economics",-2.17971637939708,0.815137913876213,-0.682289232760435,79317.4831273007,92225.9376414883,85771.7103843945,"Cognitive"
"Dubai","Software Engineer","Energy","Small","Low","Low","Project Management",87667.4013519921,"Yes","Stable",499.2,3.4,2,87667.4013519921,0.1,0.15,8766.74013519921,13150.1102027988,109584.25168999,12.5822808779776,59,9761,0.60444626575146,"Medium","Computer Science, Software Engineering, Information Technology",2.21291896313243,3.21166073504463,2.71228984908853,122257.947613947,128348.848627026,125303.398120487,"Unknown"
"Dubai","UX Designer","Manufacturing","Medium","High","Medium","Marketing",85157.0154835214,"No","Decline",499.2,3.4,8,87848.2539378052,0.1,0.15,8515.70154835214,12773.5523225282,106446.269354402,67.4424779927358,42,9085,0.462300495321959,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.34116902772663,0.652086724474095,-0.844541151626269,94555.773453993,109962.438199869,102259.105826931,"Physical"
"Dubai","Cybersecurity Analyst","Transportation","Small","Medium","Medium","Sales",86165.8817220573,"Yes","Growth",499.2,3.4,6,93942.3542228579,0.05,0.1,4308.29408610286,8616.58817220573,99090.7639803659,44.0336386207491,54,9761,0.553222005942014,"Medium","Computer Science, Information Technology, Cybersecurity",3.89526024993043,4.89085688606836,4.3930585679994,119953.204169238,125811.790577539,122882.497373388,"Physical"
"Dubai","AI Researcher","Retail","Medium","Medium","Low","JavaScript",94407.6316557607,"Yes","Decline",499.2,3.4,4,81607.8910442849,0.05,0.1,4720.38158278803,9440.76316557607,108568.776404125,37.9677936993539,60,9085,0.66042927903137,"Medium","Computer Science, Artificial Intelligence, Mathematics",-2.04347471636347,0.95272850426659,-0.545373106048443,97920.0891859061,113840.095134552,105880.092160229,"Unknown"
"Dubai","Operations Manager","Transportation","Medium","High","Medium","Project Management",46705.7149937918,"Yes","Stable",499.2,3.4,8,84414.1695157428,0.05,0.1,2335.28574968959,4670.57149937918,53711.5722428606,67.4424779927358,42,9085,0.462300495321959,"Medium","Business Administration, Operations Management, Industrial Engineering",1.65883097227337,2.65208672447409,2.15545884837373,58316.7645829563,61221.8961247681,59769.3303538622,"Physical"
"Dubai","Sales Manager","Healthcare","Large","Low","Medium","JavaScript",102591.882727879,"Yes","Growth",499.2,3.4,4,93593.9626562743,0.1,0.15,10259.188272788,15388.7824091819,128239.853409849,33.2159558497369,54,9350,0.577540106951872,"Medium","Business Administration, Marketing, Economics",4.00451884591766,5.00119725033268,4.50285804812517,156057.289226081,163679.491847685,159868.390536883,"Cognitive"
"Dubai","UX Designer","Healthcare","Large","High","Medium","Project Management",116519.293485705,"No","Decline",499.2,3.4,8,106019.748116905,0.1,0.15,11651.9293485705,17477.8940228557,145649.116857131,67.4424779927358,47,9350,0.502673796791444,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.34116902772663,0.652086724474095,-0.844541151626269,129379.49804013,150460.247300396,139919.872670263,"Cognitive"
"Dubai","Cybersecurity Analyst","Healthcare","Large","Medium","Medium","Cybersecurity",89855.9990841933,"Yes","Decline",499.2,3.4,6,91923.5864679735,0.1,0.15,8985.59990841933,13478.399862629,112319.998855242,44.0336386207491,65,9350,0.695187165775401,"Medium","Computer Science, Information Technology, Cybersecurity",-2.10473975006957,0.890856886068359,-0.606941432000604,100986.987405638,117412.988800814,109199.988103226,"Cognitive"
"Dubai","Cybersecurity Analyst","Transportation","Small","Medium","Low","Machine Learning",97849.3028225318,"Yes","Stable",499.2,3.4,4,93942.3542228579,0.05,0.1,4892.46514112659,9784.93028225318,112526.698245912,37.9677936993539,54,9761,0.553222005942014,"Medium","Computer Science, Information Technology, Cybersecurity",1.95652528363653,2.95272850426659,2.45462689395156,123974.026489564,130150.212333915,127062.11941174,"Physical"
"Dubai","HR Manager","Telecommunications","Medium","Medium","High","Cybersecurity",85555.906741542,"Yes","Stable",499.2,3.4,8,82799.7248063423,0.2,0.2,17111.1813483084,17111.1813483084,119778.269438159,78.1641557998955,60,9085,0.66042927903137,"Medium","Human Resource Management, Business Administration, Psychology",1.55054202642106,2.54272561084107,2.04663381863106,129356.79985549,135800.796958636,132578.798407063,"Hybrid"
"Dubai","UX Designer","Finance","Medium","Low","High","Project Management",102714.590723146,"No","Stable",499.2,3.4,6,84699.1141349386,0.2,0.2,20542.9181446292,20542.9181446292,143800.427012405,58.893505372107,61,9085,0.671436433681893,"Medium","Graphic Design, Human-Computer Interaction, Psychology",1.74517559574172,2.73928624520451,2.24223092047311,156793.950999213,164604.95217877,160699.451588992,"Cognitive"
"Dubai","Cybersecurity Analyst","Telecommunications","Small","Low","High","Project Management",101462.64105385,"Yes","Stable",499.2,3.4,6,86775.6855755273,0.2,0.2,20292.52821077,20292.52821077,142047.69747539,58.893505372107,59,9761,0.60444626575146,"Medium","Computer Science, Information Technology, Cybersecurity",1.74517559574172,2.73928624520451,2.24223092047311,154882.848265715,162598.644077906,158740.746171811,"Hybrid"
"Dubai","Software Engineer","Retail","Medium","Low","High","Machine Learning",104018.514308742,"No","Stable",499.2,3.4,6,84917.5278462074,0.05,0.1,5200.9257154371,10401.8514308742,119621.291455053,58.893505372107,61,9085,0.671436433681893,"Medium","Computer Science, Software Engineering, Information Technology",1.74517559574172,2.73928624520451,2.24223092047311,130430.036269978,136927.666826909,133678.851548443,"Unknown"
"Dubai","Operations Manager","Healthcare","Large","Medium","Medium","Communication",96032.3849590719,"No","Stable",499.2,3.4,6,96956.0918132002,0.1,0.15,9603.23849590719,14404.8577438608,120040.48119884,44.0336386207491,65,9350,0.695187165775401,"Medium","Business Administration, Operations Management, Industrial Engineering",1.89526024993043,2.89085688606836,2.3930585679994,131855.315444053,138424.080752512,135139.698098282,"Cognitive"
"Dubai","HR Manager","Transportation","Small","High","High","Data Analysis",101601.064968963,"No","Stable",499.2,3.4,10,74234.5255181535,0.05,0.1,5080.05324844814,10160.1064968963,116841.224714307,85.310173262842,58,9761,0.594201413789571,"Medium","Human Resource Management, Business Administration, Psychology",1.4783672500453,2.46983623271901,1.97410174138215,125737.104577062,132000.723359451,128868.913968257,"Physical"
"Dubai","Data Scientist","Telecommunications","Medium","Medium","Low","Project Management",80073.9053808943,"No","Stable",499.2,3.4,4,86745.3644065192,0.2,0.2,16014.7810761789,16014.7810761789,112103.467533252,37.9677936993539,60,9085,0.66042927903137,"Medium","Computer Science, Statistics, Mathematics",1.95652528363653,2.95272850426659,2.45462689395156,123507.740564531,129660.696796914,126584.218680723,"Hybrid"
"Dubai","Marketing Specialist","Energy","Small","Low","Medium","Python",50286.7568720137,"No","Decline",499.2,3.4,4,77774.5614972085,0.1,0.15,5028.67568720137,7543.01353080205,62858.4460900171,33.2159558497369,59,9761,0.60444626575146,"Medium","Marketing, Business Administration, Communications",-1.99548115408234,1.00119725033268,-0.49714195187483,56832.1577080445,66068.7743192837,61450.4660136641,"Unknown"
"Dubai","Cybersecurity Analyst","Telecommunications","Small","Low","Low","Project Management",99268.8614472164,"Yes","Decline",499.2,3.4,2,86775.6855755273,0.2,0.2,19853.7722894433,19853.7722894433,138976.406026103,12.5822808779776,59,9761,0.60444626575146,"Medium","Computer Science, Information Technology, Cybersecurity",-1.78708103686757,1.21166073504463,-0.287710150911473,126994.283019064,147602.540239613,137298.411629338,"Hybrid"
"Dubai","Cybersecurity Analyst","Healthcare","Medium","Medium","Medium","Machine Learning",51676.6564066824,"No","Decline",499.2,3.4,6,91923.5864679735,0.1,0.15,5167.66564066824,7751.49846100236,64595.820508353,44.0336386207491,60,9085,0.66042927903137,"Medium","Computer Science, Information Technology, Cybersecurity",-2.10473975006957,0.890856886068359,-0.606941432000604,58078.1461771664,67524.8257409748,62801.4859590706,"Cognitive"
"Dubai","UX Designer","Retail","Small","High","Low","Machine Learning",123992.648332885,"No","Decline",499.2,3.4,6,78833.8170690633,0.05,0.1,6199.63241664425,12399.2648332885,142591.545582818,51.4570672670379,58,9761,0.594201413789571,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.17971637939708,0.815137913876213,-0.682289232760435,127713.958143803,148498.65471417,138106.306428987,"Unknown"
"Dubai","Operations Manager","Transportation","Large","Low","Medium","Communication",97489.6129281689,"Yes","Stable",499.2,3.4,4,84414.1695157428,0.05,0.1,4874.48064640845,9748.96129281689,112113.054867394,33.2159558497369,54,9350,0.577540106951872,"Medium","Business Administration, Operations Management, Industrial Engineering",2.00451884591766,3.00119725033268,2.50285804812517,123809.293273516,129977.311779576,126893.302526546,"Physical"
"Dubai","Data Scientist","Telecommunications","Medium","High","Low","Cybersecurity",87820.478154093,"Yes","Decline",499.2,3.4,6,86745.3644065192,0.2,0.2,17564.0956308186,17564.0956308186,122948.66941573,51.4570672670379,42,9085,0.462300495321959,"Medium","Computer Science, Statistics, Mathematics",-2.17971637939708,0.815137913876213,-0.682289232760435,110120.562586068,128042.03736279,119081.299974429,"Hybrid"
"Dubai","AI Researcher","Healthcare","Large","High","Medium","Sales",67469.0637543241,"Yes","Stable",499.2,3.4,8,92703.0138952953,0.1,0.15,6746.90637543241,10120.3595631486,84336.3296929051,67.4424779927358,47,9350,0.502673796791444,"Medium","Computer Science, Artificial Intelligence, Mathematics",1.65883097227337,2.65208672447409,2.15545884837373,91567.2671478253,96128.8191799214,93848.0431638734,"Cognitive"
"Dubai","Software Engineer","Education","Medium","Medium","High","Data Analysis",75538.2454072828,"No","Growth",499.2,3.4,8,69301.4986160037,0.05,0.1,3776.91227036414,7553.82454072828,86868.9822183752,78.1641557998955,60,9085,0.66042927903137,"Medium","Computer Science, Software Engineering, Information Technology",3.55054202642106,4.54272561084107,4.04663381863106,103425.258678262,108476.041067682,105950.649872972,"Cognitive"
"Dubai","UX Designer","Retail","Medium","Medium","High","Machine Learning",58580.1328865066,"Yes","Growth",499.2,3.4,8,78833.8170690633,0.05,0.1,2929.00664432533,5858.01328865066,67367.1528194826,78.1641557998955,60,9085,0.66042927903137,"Medium","Graphic Design, Human-Computer Interaction, Psychology",3.55054202642106,4.54272561084107,4.04663381863106,80206.5942163094,84123.4909082796,82165.0425622945,"Unknown"
"London","Cybersecurity Analyst","Manufacturing","Large","Low","High","Python",98992.1806014366,"No","Stable",3250,0.5,6,94241.0754862367,0.1,0.15,9899.21806014366,14848.8270902155,123740.225751796,58.893505372107,54,9350,0.577540106951872,"Medium","Computer Science, Information Technology, Cybersecurity",1.45517559574172,2.44928624520451,1.95223092047311,133009.278710481,139654.710638407,136331.994674444,"Physical"
"London","AI Researcher","Finance","Medium","Medium","Low","Cybersecurity",71529.4921646254,"No","Stable",3250,0.5,4,101418.714494522,0.2,0.2,14305.8984329251,14305.8984329251,100141.289030476,37.9677936993539,60,9085,0.66042927903137,"Medium","Computer Science, Artificial Intelligence, Mathematics",1.66652528363653,2.66272850426659,2.16462689395156,108768.485332192,114202.915125307,111485.70022875,"Cognitive"
"London","HR Manager","Finance","Large","Low","Medium","Machine Learning",118340.876418952,"Yes","Stable",3250,0.5,4,97296.3388251374,0.2,0.2,23668.1752837905,23668.1752837905,165677.226986533,33.2159558497369,54,9350,0.577540106951872,"Medium","Human Resource Management, Business Administration, Psychology",1.71451884591766,2.71119725033268,2.21285804812517,180375.505887738,189387.7022188,184881.604053269,"Cognitive"
"London","HR Manager","Technology","Large","Medium","Low","JavaScript",102836.310604834,"Yes","Stable",3250,0.5,4,82537.4997722091,0.2,0.2,20567.2621209668,20567.2621209668,143970.834846767,37.9677936993539,65,9350,0.695187165775401,"Medium","Human Resource Management, Business Administration, Psychology",1.66652528363653,2.66272850426659,2.16462689395156,156373.957134988,164186.912228794,160280.434681891,"Unknown"
"London","UX Designer","Retail","Small","Low","Medium","Data Analysis",53276.51071135,"Yes","Stable",3250,0.5,4,78833.8170690633,0.05,0.1,2663.8255355675,5327.651071135,61267.9873180525,33.2159558497369,59,9761,0.60444626575146,"Medium","Graphic Design, Human-Computer Interaction, Psychology",1.71451884591766,2.71119725033268,2.21285804812517,66703.4595413376,70036.1995959752,68369.8295686564,"Unknown"
"London","Data Scientist","Transportation","Large","Medium","High","Communication",91078.4085061156,"No","Growth",3250,0.5,8,78863.5812684809,0.05,0.1,4553.92042530578,9107.84085061156,104740.169782033,78.1641557998955,65,9350,0.695187165775401,"Medium","Computer Science, Statistics, Mathematics",3.26054202642106,4.25272561084107,3.75663381863106,122966.064975045,128988.313382212,125977.189178628,"Physical"
"London","Software Engineer","Manufacturing","Small","Medium","High","Machine Learning",85217.5261099408,"Yes","Growth",3250,0.5,8,82207.5607537639,0.1,0.15,8521.75261099408,12782.6289164911,106521.907637426,78.1641557998955,54,9761,0.553222005942014,"Medium","Computer Science, Software Engineering, Information Technology",3.26054202642106,4.25272561084107,3.75663381863106,125057.844025534,131182.537062913,128120.190544223,"Physical"
